gene,logFC,AveExpr,P.Value,adj.P.Val,B
Trmt10a,0.29224430800677803,3.9254715376734346,0.32323250235081347,0.4353044592600892,0.0
Acp6,0.34159482171307864,4.772219888912687,0.32357229827164324,0.43568426993015097,0.0
Chchd7,0.3568833508887419,3.4129041901942383,0.32373630928131203,0.4358613597961462,0.0
Metrn,0.2976952516492406,2.3227173179491967,0.3238454382728454,0.43596453130258117,0.0
Znhit6,0.3249800047883884,3.4562297197708802,0.3239198765024166,0.4360209856793015,0.0
Ampd3,0.8469636493837216,2.748449351828046,0.32398488137840875,0.4360647319846848,0.0
Cited2,0.3046999997937654,6.002876984941551,0.3244860613252829,0.4366954767936066,0.0
Traf3,0.3254172916579172,5.6158859149547204,0.3246846913604844,0.43687513887671997,0.0
Atp6v0a2,-0.3054965700158654,5.858496377463202,0.3246643014768773,0.43687513887671997,0.0
Bet1l,0.24905465722527076,4.567866248689996,0.32473378554852417,0.4368973757028835,0.0
Foxo3,-0.37458155141093386,6.177934780443497,0.32497196379405513,0.43717397656410445,0.0
Xirp1,0.5018729013069718,2.0546384300494824,0.3252523180077417,0.4375072541937085,0.0
Selenot,-0.12549749583000747,7.069040867627646,0.32545616428917,0.43773756205526526,0.0
Fam118b,-0.10361544665891564,2.985048114376811,0.3256345680924492,0.4379336071138051,0.0
Terf2ip,0.24499231242783326,3.8476643605199903,0.3257748348185736,0.43807832889847287,0.0
Rassf9,0.5457729704558305,2.1639740826428313,0.325980182894673,0.438266601877334,0.0
Snip1,-0.4544051573905419,4.118029590811269,0.3259801189394256,0.438266601877334,0.0
Pcyt1a,0.2614841725296495,5.83576384298587,0.3260343487777123,0.43829549943411267,0.0
Mab21l3,0.4153214351006822,1.1141928051820134,0.3261082741472524,0.43835095167188287,0.0
Rras2,-0.5571891134263813,5.018342361758873,0.3265556933187692,0.4388330547839881,0.0
Gla,0.35138290766835834,4.446691124592773,0.32656506790224027,0.4388330547839881,0.0
Tmem198b,0.4419236209380424,2.6255312552680734,0.3266331594067964,0.43888059229188436,0.0
Rpl22l1,-0.33083970550746944,4.9668453886179735,0.32686567651634624,0.43914902858956284,0.0
Zfp62,0.45338108085703777,4.512168607337492,0.32697076492364874,0.4392462258612806,0.0
Armcx4,-0.24832338416783095,5.263250243273661,0.3270497983788738,0.4393084054523473,0.0
Eml4,0.4632324873051985,4.845970442509534,0.32711995736953436,0.43935865319506445,0.0
Haus5,-0.2498230354666573,3.0630623308807863,0.3272602949396992,0.43950313911463257,0.0
Matcap1,-0.40848559401204954,2.3546414887283027,0.3276577223946555,0.43999282741985024,0.0
Insig1,-0.766850294014672,5.408457944265042,0.32801928788368917,0.4403020559295267,0.0
Tgm2,-0.39436675822470235,8.300171432873109,0.32796834209813397,0.4403020559295267,0.0
Fam227a,0.3513386057287904,1.184832395066387,0.32796750915579953,0.4403020559295267,0.0
Nfu1,-0.18957782927740663,3.2385303477792995,0.32800745314948065,0.4403020559295267,0.0
Cdk2,0.2558857582623215,5.204307119580306,0.32837685079448997,0.4407247350843188,0.0
Surf1,0.1835509776102846,4.736267450054987,0.3284734248318232,0.44077933321185436,0.0
Atp6v1f,-0.24488620322866517,5.59142801439463,0.32866035505094093,0.44098606351353997,0.0
Pgm1,0.2060984953937508,5.278825077280641,0.32895365468363524,0.4413354613042271,0.0
Mid1,0.6340194381464128,4.522360216409053,0.32898967917809563,0.44133965461741526,0.0
Pola1,0.4788632729103899,4.61657539341505,0.3290447113547367,0.44136934334804445,0.0
Gm14719,0.24500980338912726,2.8348969994829942,0.32926433414507095,0.44161978029955273,0.0
Zfp654,0.37654876508394963,4.695286237506151,0.32942723272713825,0.4417940944751134,0.0
Oas1g,0.4354086276415594,1.5480754707440108,0.32958523107456106,0.44191762867218753,0.0
Zfp280d,-0.2927698553296709,4.773622499036207,0.32955979440274086,0.44191762867218753,0.0
Pdcd5,0.3147120779754178,2.5264503923645205,0.329618676295959,0.44191830326906756,0.0
Eno1b,-0.21110834605225293,8.66984255794335,0.3300504097056357,0.44245290758480094,0.0
Thoc7,0.2988344119382651,5.4445704915012385,0.3303490094435291,0.4428089490092868,0.0
Pam16,-0.2372148289777738,2.5250668883875953,0.33049433527832905,0.44291523554033807,0.0
Tyw3,-0.20119501794336725,1.2966073920872236,0.33047314354965285,0.44291523554033807,0.0
Coro7,-0.18412297382287024,4.003701425014202,0.33081422544313144,0.4432111089902735,0.0
Tbc1d17,-0.2877817844824415,4.459946747984005,0.33077131910497193,0.4432111089902735,0.0
Commd7,-0.2332461097294054,4.3258920508020955,0.3308105473750125,0.4432111089902735,0.0
Ypel5,0.2676026639419904,6.159411385395921,0.33084877068498897,0.44321312749541913,0.0
Tacstd2,-1.2379777412873256,4.340797585030217,0.33134903354213485,0.4437907318187507,0.0
Ppargc1b,0.2544415495408896,2.5524985175393,0.33134932609794676,0.4437907318187507,0.0
Gm9354,-0.22936311023398126,1.4523244356437173,0.33137918454181337,0.4437907318187507,0.0
Rn4.5s,0.25342082529163146,1.3919333211583387,0.33145145392726605,0.4438432076696221,0.0
Ifi202b,-0.862280351605065,1.5589231844858562,0.33160252730119744,0.44400118811713385,0.0
Brpf1,-0.3624529371289773,6.043415168684034,0.33228209821847,0.4448667013573627,0.0
Dnd1,0.2553010055677394,1.223680624018637,0.332471957572567,0.44507647049555793,0.0
A530020G20Rik,0.529486278386349,2.268626550808864,0.3325102909932064,0.4450833719490983,0.0
Ghdc,-0.15018048110914606,3.522248489969968,0.33261705310157785,0.4451818584613057,0.0
Dnm2,-0.15698471016378335,6.614210418818299,0.3329024749161834,0.4455194234836992,0.0
Mpnd,-0.17845265100485896,5.328510990103121,0.3331065407001432,0.44574805421370783,0.0
Cnot7,0.3584288930262023,6.09182143390527,0.33322162348440365,0.4458575782010049,0.0
Nrdc,-0.18943187768461378,6.7109777832536155,0.333494143425317,0.4461777135784011,0.0
Ppard,-0.20180618984707532,5.658884449213363,0.33373699440235816,0.44645809532385666,0.0
Nars1,-0.24031142494121838,7.637203083151434,0.3338129647904282,0.4465151981916038,0.0
Mark3,0.4524224143626272,6.562811179138138,0.3340270891466083,0.4467570688835244,0.0
H1f0,-0.38673639291458883,6.779600498501046,0.334616435024749,0.44750069542986826,0.0
Mtrf1l,0.2428899631490733,2.153835999160401,0.33488869383201436,0.44782015826918586,0.0
Gtf3c2,0.2549226244786107,6.529480024656265,0.3351296328489086,0.44809768012240697,0.0
Mbd6,0.38000622590976274,5.972424773071448,0.335274839562987,0.4481928102381652,0.0
Rps26,-0.44434399349295894,6.986914149170185,0.3353010095825737,0.4481928102381652,0.0
Gm38396,0.4890846260765911,3.1729331803747596,0.33527367814491305,0.4481928102381652,0.0
Tlcd3a,-0.3349201108523472,2.277572327205518,0.33550813936555735,0.448424996471949,0.0
Ctdp1,0.5011859935954686,4.791311792140036,0.3355692950180118,0.44846205346350154,0.0
Arhgdia,-0.33280389784354814,7.73054339054169,0.3359204110249375,0.44888657375231966,0.0
Yars2,-0.27039668070908096,4.142681092931022,0.3361116051804012,0.4490973290333746,0.0
Arl10,0.40175657877983517,2.076609015245279,0.33625248739213,0.4492002856761473,0.0
Mmaa,0.2012467353335219,3.4039541125882677,0.3362891143530039,0.4492002856761473,0.0
Srgap1,0.38095371156964464,1.7928205264394321,0.3362862867295151,0.4492002856761473,0.0
Foxp4,0.5123223226729134,6.625398542337426,0.33635506400697335,0.44924364632153996,0.0
Tango2,-0.33465243966254565,2.848310588487228,0.33682332080660127,0.44982427562175764,0.0
Sec14l4,-0.8530889133925073,2.0131990870191263,0.33720176351068143,0.45024771453300216,0.0
Zfp59,-0.2198008993143814,1.5974121915728536,0.3372075130758906,0.45024771453300216,0.0
Ubqln4,-0.34813461645789623,6.093489427514265,0.3373183817134252,0.45029238751656164,0.0
Rpl32,-0.40688335009799026,8.235855916135487,0.33734166936574317,0.45029238751656164,0.0
Chlsn,0.3317894619786208,3.689307949213496,0.33730238054282735,0.45029238751656164,0.0
Ndufaf1,-0.1939887705854937,2.6047634938521975,0.3375347591684106,0.4504604849029276,0.0
Lrmda,-0.29740789104764054,1.6467098582877506,0.33750952260907485,0.4504604849029276,0.0
Tbrg4,-0.30302685790233674,6.007156932051589,0.33758084226933005,0.45047717089854394,0.0
Gm9349,-0.24654244194774932,3.134854073629388,0.3378900532140434,0.45066564564191613,0.0
Lzic,0.12415579944429789,3.996835253980936,0.3378867696988459,0.45066564564191613,0.0
Sik1,-0.3268549392676068,10.05746371605179,0.3378853821475024,0.45066564564191613,0.0
Ppp2r5d,0.30571870888565833,5.53464850295574,0.3378651731037817,0.45066564564191613,0.0
Dmac2,-0.2761330861758897,4.042405398875175,0.33781122475891856,0.45066564564191613,0.0
Ubr2,0.254722726795622,6.409314899159888,0.33809100718483165,0.4508888419708238,0.0
Stxbp3,0.3011599188312628,4.766242290192058,0.33815257676562427,0.4509261249811977,0.0
Pcbp1,-0.2902836979250427,7.611507441438229,0.3383933467253286,0.4512023403558576,0.0
Ccdc137,0.46394031759725607,4.387460481665156,0.33846520836604477,0.4512533065226089,0.0
Fbxo7,-0.1868966227885207,4.056544012092584,0.3386338440930463,0.45137445889968025,0.0
Nrarp,0.8658236968853905,3.2085737563348062,0.33859344909138755,0.45137445889968025,0.0
Rtraf,-0.08823248144818763,5.141554472883125,0.3386570204118734,0.45137445889968025,0.0
Emp1,1.1034966161235609,8.108031462470196,0.33882544059870834,0.4515329578176516,0.0
Ttll1,-0.27546467063168567,2.375450254290402,0.33887598248053075,0.4515329578176516,0.0
Sp2,0.3759574464310038,4.27798564314839,0.3388769153416412,0.4515329578176516,0.0
U2surp,0.29756706070695316,5.835813030295989,0.33913406109779354,0.4518063018345029,0.0
Acat3,-0.3505647860797314,3.7875085085033917,0.33914941926749487,0.4518063018345029,0.0
Thap4,0.32706581982847016,4.239166300841389,0.33944918241569666,0.45209127543128097,0.0
Ero1a,0.24662754832069034,6.119088776885001,0.3395057949248138,0.45209127543128097,0.0
Ik,0.2265160195791216,6.153123184279572,0.33953183749311633,0.45209127543128097,0.0
Pon2,0.6867708541441058,4.927604709111582,0.339486632947983,0.45209127543128097,0.0
Rph3al,-0.4206933557040782,2.974169138980678,0.33951227679374407,0.45209127543128097,0.0
Rxrb,0.3151088088284002,5.418954663439885,0.3396468639527893,0.45219955140201157,0.0
Gm6929,0.26375803799311104,2.485793871975745,0.3400765305714739,0.45272667039955566,0.0
Urb1,0.3850682544719861,4.818394891726764,0.3403704229112863,0.4529381235348582,0.0
Tfb2m,0.24421475535759818,2.839824400017468,0.3403447767812756,0.4529381235348582,0.0
Cggbp1,0.4437492085617416,6.9780565676605555,0.3403572946740746,0.4529381235348582,0.0
Pygl,-0.4455421045450785,2.349101575123004,0.34033151389548144,0.4529381235348582,0.0
Bmpr1b,-0.5107309537324936,2.898042932630377,0.3404489553852281,0.45299769257020783,0.0
Rps11-ps1,-0.35372290608868084,5.557045075273397,0.3404949860389914,0.4530140075089824,0.0
Ythdc1,0.40152015077385705,7.162938342624905,0.34068018252251564,0.45321545503168853,0.0
Iigp1,-0.5869741293162551,5.6996966020489745,0.34107733958180997,0.4536896746361035,0.0
Plk2,0.5510779160084294,8.312629685007467,0.3411042905985643,0.4536896746361035,0.0
Lrsam1,0.372344988248301,3.380524420635618,0.3412516176184559,0.45384063154075405,0.0
Trim37,0.3170951166113234,4.595765098731777,0.3413058969905822,0.4538678239620004,0.0
Gpr135,0.31989602179785015,1.4061219125656095,0.34135572614860543,0.4538890936944734,0.0
Nit1,0.25138599755899094,3.848884540734538,0.3414425325626951,0.4539595217372205,0.0
Zbtb43,-0.5227705622478807,5.037590059769028,0.3415634137352508,0.4540752348883549,0.0
Tmtc1,0.52549518309291,3.817330422580262,0.3417701387038722,0.45430503475153045,0.0
Gm4342,-0.3246918068176825,2.554955478078989,0.342025633565064,0.4545318788677255,0.0
Thrb,0.4505023466800906,4.096533516855882,0.3420424388497718,0.4545318788677255,0.0
Eif3l,-0.31063628600741033,6.914594579039502,0.34199114723725166,0.4545318788677255,0.0
Usp49,0.22342690466213178,4.419568713506533,0.34210031513803507,0.45456376065538234,0.0
Zfp422,0.396787356632863,3.9439766263907523,0.3423525429107105,0.4548538539315818,0.0
Rpl10,-0.31729072348027465,5.9932912946530905,0.34283522510328446,0.4554500440444208,0.0
Polr1h,0.2844387332814078,3.750318812865966,0.34305328018420267,0.4556945988386057,0.0
Cdipt,0.10305293565663476,5.911955007375243,0.34312763475874564,0.45574823963253197,0.0
Pfn2,0.44909855392759734,3.14379105294934,0.3432506730578365,0.4558665259945428,0.0
Rex1bd,-0.15898690346708122,4.28643360861333,0.34332142652905306,0.4559153570468468,0.0
Ilkap,0.2914778710242327,4.9430292183272915,0.3436444973445144,0.45629921131116113,0.0
Urod,-0.1847708013716396,5.082119547239754,0.3437772401561837,0.4564302926262079,0.0
Fbrsl1,-0.44978231130473656,6.270723993963359,0.34382127097940307,0.45644357745558556,0.0
Zfp715,-0.2621762915761163,4.406565549628026,0.34432587857042407,0.45706824272929336,0.0
Mpeg1,0.4279786762521577,1.0484502903981894,0.3444942572524159,0.45724650846355586,0.0
Rcc1,-0.4127736915866036,4.62104016931048,0.3445994200365867,0.4573408408973893,0.0
Wdr83os,0.29282117511174643,3.7340827938908636,0.34471311151480133,0.45744647254635074,0.0
Obi1,0.4900270781306184,1.5853975146856942,0.3450328277609678,0.45782545839894984,0.0
Smarcd1,0.46188559297263776,4.538250262526291,0.34541346835543907,0.4582119395701831,0.0
Nop10,-0.2536058484318504,4.70494192745802,0.3454265631661022,0.4582119395701831,0.0
Tcta,-0.27572610253656693,3.560059438875095,0.3453918151597827,0.4582119395701831,0.0
Kif16b,0.13605536346188707,5.420433988323063,0.34552822551665896,0.45826621644702287,0.0
Dda1,0.22431597098136002,5.33420438558093,0.3455358016669129,0.45826621644702287,0.0
Fbxo8,0.1226696184381737,3.910816055202854,0.3456772446026971,0.4584084852061271,0.0
4933439C10Rik,0.40448205211346266,2.8329566321823805,0.34598312695174205,0.4587234283512176,0.0
Klhl36,0.2879661567322338,2.187224352780527,0.34645755896213604,0.459307061318021,0.0
Cdc5lrt7,0.2923010394816221,1.5388675601850395,0.3469329896423533,0.4598919027719535,0.0
Rnf103,0.5794762854545139,5.036035557737151,0.34706312119174887,0.4599735003741663,0.0
Myrip,-0.6615162178558831,1.8906783967503118,0.34706188811506533,0.4599735003741663,0.0
Nes,0.46147256679750814,4.313900095981443,0.3474093275137521,0.46034137975078865,0.0
Lipt1,-0.22558303277698633,1.3828480719134741,0.3473807882927201,0.46034137975078865,0.0
Gm4997,-0.23564211861129114,1.0424254591449618,0.3474749104302147,0.46038280725148945,0.0
Ubr3,0.1698209171400542,6.707662508788913,0.3476378329376245,0.46055318278276053,0.0
Afmid,-0.2483573031843327,2.15939104557537,0.34768676293325496,0.4605725214525146,0.0
Rxra,0.13988558968116394,6.334606606185197,0.3482043959004981,0.46121267486228107,0.0
Psmd7,0.19989359271438722,6.404951453124073,0.3482392078624216,0.4612132464680013,0.0
Zscan20,0.3019614823842418,1.8838738301247002,0.3484017628738043,0.46138298607621764,0.0
Vps33b,-0.22528195152961272,3.7586467560288885,0.3485115320440455,0.46148279561453664,0.0
Spin4,0.42309766036206375,2.104133018300833,0.34875323795231694,0.4617572727132187,0.0
Ost4,-0.167720392934271,4.600426709822956,0.3488526676585285,0.46184333727811705,0.0
Traf3ip1,0.3240106578756068,2.8943645582592157,0.3490694419068644,0.46208472105590936,0.0
Mipep,-0.20132774170677692,4.080385278422643,0.3492795639577405,0.46227164073530874,0.0
Col8a1,-1.2884673429124245,2.7465504274733576,0.34925190845865095,0.46227164073530874,0.0
Klf3,-0.25650255060242166,5.0950214087509,0.3493985874209695,0.4623835503849567,0.0
Gm10175,-0.25909162157454224,4.09855246838834,0.34946949172024344,0.4624317647886236,0.0
Slc7a5,0.3529027949659307,7.823339053545663,0.3495323126627057,0.4624692745211753,0.0
Nek6,-0.4171419299569159,4.8369457794098,0.3496908473737321,0.4626334040945381,0.0
Fam171a2,0.4844688163690045,3.0586972170850104,0.34979037845848426,0.46271944847850965,0.0
Eno2,0.40736209026871695,2.4471870088458343,0.34990849117550404,0.4628300541431065,0.0
Tmem199,-0.19728822719905637,3.1727523031078095,0.35002721009213356,0.46294143975016977,0.0
Endov,0.27555525064307806,3.9574381121801756,0.3500924176933802,0.46298203700282875,0.0
Tmem33,0.17950187682415564,6.333156628683021,0.3501447142784393,0.4630055536762211,0.0
Cep128,0.2520534569117885,3.073222592106243,0.35024926934976053,0.46309816167228834,0.0
Notch2,0.4187661562923122,5.880375613012734,0.35090860905548893,0.46392421311514576,0.0
Cdc16,0.21264046233413847,5.623855319185664,0.35099732395354644,0.4639500542749853,0.0
Ssh3,0.34995532404103713,6.378668409043292,0.3509885257359884,0.4639500542749853,0.0
Pop4,-0.3289014361099212,3.0908652636618235,0.3511095101703655,0.4640069036484537,0.0
Lama5,-0.5964646170898398,8.353535236406566,0.3511011231201868,0.4640069036484537,0.0
Gmpr,0.576691934375448,2.2618205888227654,0.35147524557159926,0.4644444857508869,0.0
Alkbh6,-0.3137840835092187,3.7107419694194306,0.35164176451821105,0.4645730028571796,0.0
Klhdc3,-0.3044428439698885,5.762602838490757,0.3516230018172072,0.4645730028571796,0.0
Sox13,0.4918755989189094,4.261802342962679,0.35179230041833254,0.4646803574352039,0.0
Smyd3,-0.3926777703581674,3.198831278937993,0.3517725447518313,0.4646803574352039,0.0
Gba2,0.4197170983142109,3.6294818869168455,0.35198179928371487,0.4648848909511701,0.0
Erich1,0.3080085665011787,1.8590444071434755,0.352260068300439,0.46516346773011025,0.0
Fbxo46,-0.42396317930202665,2.2651845794193814,0.35226206997168763,0.46516346773011025,0.0
Lepr,0.5873426419567787,1.3855548356851448,0.35261723084287566,0.4655408081642729,0.0
Trim34a,0.34072568820236615,1.7943024953857103,0.3526012852957502,0.4655408081642729,0.0
Shq1,0.4149306104388182,2.8554542327194365,0.3527698464371001,0.4656506435062184,0.0
Phc2,0.5514896939923624,6.26070620214066,0.35276074621168674,0.4656506435062184,0.0
Ranbp1,-0.39087061195983797,5.507498035339225,0.3529294255131261,0.4658154509305969,0.0
B3gnt7,-0.7458610984202383,1.3917238117239181,0.3530481072093914,0.46592625265263016,0.0
Cog5,0.08907607348377411,4.299837622929533,0.35328971212289073,0.4661992414055262,0.0
Patl1,0.5383403513149414,5.557177982621462,0.3534357837402008,0.46633055111581795,0.0
Fhad1,0.577828288312412,4.249625644476201,0.35345874347712536,0.46633055111581795,0.0
Spire2,-0.3957098545927553,1.4734189923369378,0.35354329060060874,0.4663962280860622,0.0
Spry2,0.6666587160964053,6.44268810974139,0.35365994273032375,0.4664952657292554,0.0
Polr1f,0.31561950127034466,3.988975129848249,0.3537226867683926,0.4664952657292554,0.0
Men1,-0.32437508259530023,4.4430866418148165,0.3537215001366769,0.4664952657292554,0.0
Haus2,-0.35877911660341555,3.960758896809907,0.35400135230384144,0.4668168820560339,0.0
Gm9800,0.45613432749830274,5.640822949645682,0.35405562014803915,0.4668425539891828,0.0
Pdcd6,-0.3297252928404797,5.901474809429307,0.35414837620222506,0.46687308045920295,0.0
H6pd,0.7358524121929406,3.6469626300776774,0.35447900239784425,0.46726302615378607,0.0
Clcc1,0.1663580727189684,4.962455515352401,0.35463604515784586,0.46742410550132657,0.0
Mtmr9,0.20968090720725785,4.090498558268906,0.3547466679516835,0.4675239758887744,0.0
Oas1a,-0.3618698679518242,1.1843301945629872,0.35483417106247905,0.46759336000031004,0.0
Zfp24,0.3663532256306521,5.365187152121848,0.35492444573018866,0.46762045172564143,0.0
4930453N24Rik,-0.23001854545321487,3.6980655260854096,0.35491767936338714,0.46762045172564143,0.0
Limd1,-0.1791326819306267,6.262441664094535,0.35497568022712733,0.4676420259498098,0.0
Cd276,-0.5246956266570133,4.218455955506037,0.35518842319394484,0.4678763449672791,0.0
Exosc4,0.19606985492434648,3.2538200095491967,0.3553575057819566,0.4680525358077617,0.0
Gpr160,0.30734816547825794,2.9152979520035682,0.35556045756124743,0.4682284812196068,0.0
Sgo2a,-0.33696128869174213,1.9809771711667865,0.3559462777440221,0.4686905492673789,0.0
Umad1,-0.14071833615533658,3.620003779935096,0.3560045583484338,0.4687212827798842,0.0
Dck,0.22647812554111102,3.8914761347317843,0.3561500532708245,0.468866826754476,0.0
Plxnb1,0.8276859774210896,6.505581263344593,0.35632439507770153,0.469050314980607,0.0
Creb1,0.3362750920375861,5.081961208344433,0.3565802075416519,0.4693410011941974,0.0
Arl5b,0.33117537847807377,6.218923399059173,0.3568634815072428,0.46958487563288526,0.0
Gtpbp2,-0.1714123013697746,5.6237873864059535,0.3568747581005678,0.46958487563288526,0.0
Rpia,-0.3301094892238696,5.00702595254771,0.35694051262232807,0.46958487563288526,0.0
Itih5,-0.8503732108323807,4.23198521861558,0.3568792203127724,0.46958487563288526,0.0
Fpgt,-0.32420527538348765,3.0790888090963056,0.3569346015547419,0.46958487563288526,0.0
Yeats4,-0.25584682707333295,3.951021124608598,0.3572556702699574,0.4699534042627455,0.0
Wdtc1,-0.31218710190815635,5.292134421538059,0.35732608118612375,0.4699999391226444,0.0
Bahd1,0.43279328925598115,5.259711037877723,0.35765259776221614,0.4703832940176597,0.0
Rest,0.46711167329847925,4.398057629917315,0.3577438735685071,0.470457216343645,0.0
Atg7,0.2463393990048104,5.153635676684466,0.35782838630401126,0.4705222311574506,0.0
Rilpl2,0.299099622366934,3.5004271951851895,0.3581279528496213,0.47086998799153873,0.0
Dcaf1,0.27076887250858306,5.949521641942247,0.35820157302926015,0.4708744833108795,0.0
Gns,-0.33671865648068344,6.565615035613031,0.35818451955521546,0.4708744833108795,0.0
Cxadr,0.7085760956568183,7.943463256467235,0.35826901246780374,0.4709169902268849,0.0
Mast3,0.41436228187435287,4.581597136488145,0.35842459234402735,0.4710753312721786,0.0
Fnip2,0.3509283946960249,4.984637026710977,0.3585521660953648,0.4711610330666222,0.0
Gas2l1,0.5346576868895632,5.405441905575814,0.35856004372546746,0.4711610330666222,0.0
Tmem87a,-0.2672704199443743,6.082728606240065,0.35879299261023123,0.47142095943841844,0.0
Armcx3,0.2021598028975049,5.796263137985545,0.35904242828644717,0.47170249490379873,0.0
Vamp4,0.14516741371406816,3.4447454138266846,0.35916309744355135,0.471725801857948,0.0
Sfmbt1,-0.21479106009126436,4.564930325201566,0.3591656608406322,0.471725801857948,0.0
Cdh1,-0.6808509847482354,8.12080782202098,0.35911166587869303,0.471725801857948,0.0
Cbfa2t3,0.24982812083853134,1.543343566015573,0.3594617511290361,0.4720684670970161,0.0
Parp9,-0.3508187064196697,5.136664189108177,0.35985619057812324,0.47249396071307853,0.0
Xylb,-0.40510575676666827,2.6436773871140695,0.35984082416068286,0.47249396071307853,0.0
Cfap119,-0.3407994692169136,1.8433709894759416,0.35992713264580434,0.4725408577454947,0.0
Ppp4r3b,0.20645697151837528,6.541355477640416,0.3599850438412423,0.47257063931209176,0.0
Pes1,-0.3169164474516579,5.220318126908507,0.3601633282153892,0.47275841957039594,0.0
Gm8363,-0.1774269837257061,1.1078741720249508,0.3602489696519129,0.47282456979555926,0.0
Arhgap12,-0.30844283050609,4.554240519463431,0.3603135566944454,0.472863076017999,0.0
Camkmt,0.25245040220132076,2.1395543505404917,0.3605652716182929,0.4731471308578107,0.0
Slc12a7,0.35154081374070323,4.753646143601108,0.36067207215271424,0.47321528184344813,0.0
Pgm2,-0.2557926993553883,5.293620398860276,0.3607230318398137,0.47321528184344813,0.0
Zfp943,0.18877518844803864,3.197096371497912,0.3607131777339765,0.47321528184344813,0.0
Socs4,-0.27614636549046256,4.117667970591406,0.36089469778249483,0.4733941889852516,0.0
Ccnq,-0.20204260950988084,2.2408288389573006,0.36114957217532484,0.4736821969820085,0.0
Tent4b,0.29891912944881405,5.555252169922524,0.36149827229193543,0.4740931980444143,0.0
Gmppa,0.16518767093695796,5.40029915237125,0.3615668321041817,0.47413675979253156,0.0
Il3ra,0.33608308639867857,1.652369562047822,0.36163704185968715,0.47418247644880296,0.0
Kctd20,0.35865858567982034,5.149538103586649,0.36170195519771786,0.47422124012679684,0.0
Sdad1,0.41397265191671373,5.140783456788663,0.3617830193911591,0.47428116926926606,0.0
Acp2,0.27022840063759723,4.17731209830598,0.3622098490970921,0.47475933118991204,0.0
Bak1,-0.22056550387868334,4.931263087708066,0.362218543028606,0.47475933118991204,0.0
Sfmbt2,0.3004106377889666,1.8966230997908051,0.36245624447115876,0.47502447436309053,0.0
Rbm3-ps,0.3169067740136118,6.814564654239356,0.3625834954524697,0.4751393094429038,0.0
Rnf138,-0.4290930023938877,4.829957533274171,0.3626691586032337,0.475164250675103,0.0
Ubl7,0.10413788869442975,4.552913220532729,0.3630872547729168,0.47566557839635537,0.0
Mprip,0.3962850312497812,8.027657758348612,0.36324200709726706,0.4757753881282794,0.0
Mgat5,0.5688204719898113,3.5653668429962035,0.3632316781387772,0.4757753881282794,0.0
Thumpd1,0.4869274509147594,5.038808989384645,0.36338145112406395,0.47591156563793013,0.0
Tac1,-0.2872644865154106,3.2636008400789795,0.36362991744946116,0.47619048639052336,0.0
Atp5f1a,-0.14606555760535223,9.46466505920422,0.3637113878010447,0.47620420333310703,0.0
Tardbp,-0.1989468309570519,7.380593068139429,0.3637067321837105,0.47620420333310703,0.0
Brap,0.22775134406785202,5.531353891779319,0.3637893399886104,0.4762597829557147,0.0
Gm6109,-0.2029261064501784,1.6125533474008629,0.3639473681798532,0.4763556948909522,0.0
Hibadh,-0.1283443408363425,5.783278643740392,0.36393953315043437,0.4763556948909522,0.0
Ptprf,-0.35458263967013437,8.354038358026354,0.363969129529054,0.4763556948909522,0.0
Psma7,-0.2714901430601211,6.663706403637291,0.3641746015668931,0.47657811725879135,0.0
Wipf2,0.45811233555336006,5.246920522434501,0.3644646509597679,0.4768958358992601,0.0
Ptges2,-0.25596200787460965,4.676657713382935,0.3645240328968329,0.4768958358992601,0.0
Ttf1,-0.38009550749786714,3.0367723386425145,0.3644933934039689,0.4768958358992601,0.0
Copg1,-0.08400247399597482,7.194884627105952,0.3646212182008469,0.4769764643748768,0.0
Apc,-0.26194789672092433,6.79929260942816,0.36483358091249785,0.4771681925623884,0.0
Ptma,0.4528608787140431,9.68936201900418,0.36483892293048215,0.4771681925623884,0.0
Zfp566,0.33000971492677866,1.2036744040408276,0.3650639372417318,0.47741594054375436,0.0
Gbp10,0.352171295203382,3.016902797190429,0.36528464900444746,0.4776290397786104,0.0
Fmnl2,0.5201014214176887,5.167722250853391,0.3652980952760747,0.4776290397786104,0.0
Rhog,0.34956617629187114,4.78535528821292,0.3655296654641903,0.4777964630242859,0.0
Rilp,0.28839504436968033,2.153192047144979,0.3654643783974536,0.4777964630242859,0.0
Sf3b3,0.35722576871606293,7.145679031849929,0.36553299291973507,0.4777964630242859,0.0
Kctd6,0.23807802194001093,3.532984711040022,0.36580092501197237,0.4781000983082238,0.0
Dnajc19,0.12278394678257154,2.2079304364840295,0.3661603582389674,0.47852325433762766,0.0
Commd2,-0.279474823297857,2.799252126392446,0.36627867505684175,0.4786312513040651,0.0
Fbxl6,-0.29017546875052425,4.490152544461046,0.36640328618613327,0.47874745146459313,0.0
Memo1,-0.24471221910969643,5.347883593478997,0.36653754142002515,0.47887622888095416,0.0
Zfp995,0.32424203681916874,1.5198684637332611,0.3668104157980553,0.4791860675753152,0.0
Plagl2,-0.5420574970290701,3.6599093748741733,0.36699195483357305,0.4792832042535419,0.0
Smarcc2,0.1937403200525667,6.8119423330956925,0.3669366816952535,0.4792832042535419,0.0
Zfp993,0.3352108017944191,0.9447550384706253,0.36697709288434543,0.4792832042535419,0.0
Fbxo5,-0.3729750780406591,1.7745491179471287,0.36706950879718525,0.47932803133436563,0.0
