gene,logFC,AveExpr,P.Value,adj.P.Val,B
Osbpl2,-1.1158584211800173,5.012394144275084,8.88002379420245e-06,0.00010048663991438591,0.0
Iars1,-1.200508266916878,5.60355994801969,8.884800046836023e-06,0.00010048663991438591,0.0
Trpv6,3.4640155771259504,2.2750188393766817,8.89764498901235e-06,0.00010048663991438591,0.0
Stard10,-1.5543776281891306,5.804184164431412,8.985570879733673e-06,0.0001013805158550271,0.0
Tox,2.130686600213184,2.231801847733356,9.001636759611128e-06,0.00010139123184734114,0.0
Ocel1,-0.9999664069050151,3.466323940568101,8.998691470953522e-06,0.00010139123184734114,0.0
Ubxn2a,-0.7157067647264599,5.610768401861514,9.017336801330337e-06,0.00010148286341430072,0.0
Vopp1,-0.8276194717108787,5.598617082108302,9.029931777017376e-06,0.0001015394256401409,0.0
4933431E20Rik,0.8815520516958939,3.0534544754451844,9.049178486496514e-06,0.00010167062763513461,0.0
Pdlim4,3.7527078582056945,5.418960542976467,9.05801794794177e-06,0.0001016847788884007,0.0
Cope,-0.7129403919916024,6.5410831360306085,9.07486257022229e-06,0.00010178869680562878,0.0
Larp6,2.380873608424496,1.7464356000781462,9.146136814389799e-06,0.00010241688260854688,0.0
Ehbp1l1,3.298130638070492,6.054215137036217,9.142996188124545e-06,0.00010241688260854688,0.0
Guca1a,-1.0921054605687706,1.2812778111617869,9.19114811127476e-06,0.00010283507248769883,0.0
Cimap1b,1.6919835997925154,1.0529211745445934,9.264490688798975e-06,0.00010346230164141767,0.0
Tdrkh,-1.3420757736383697,1.1391722215452407,9.270345626014465e-06,0.00010346230164141767,0.0
Iscu,0.9419258371973052,4.393693690224024,9.265175115618704e-06,0.00010346230164141767,0.0
Dcun1d3,1.9726526591497873,5.06517242404026,9.349382667033577e-06,0.000104257662907943,0.0
Vav3,3.005703742299112,5.028449553066411,9.475188830143064e-06,0.00010548519349076282,0.0
Utrn,2.293077702743288,7.192582420379975,9.470351168756906e-06,0.00010548519349076282,0.0
Flna,4.894946023246869,10.057461179417706,9.496898421514169e-06,0.00010563921419951291,0.0
Adcy3,3.3638230272162515,3.0297632046499654,9.528057311982272e-06,0.00010589800235314182,0.0
Gm3629,1.1308326897455354,0.9292510300957195,9.564829902014049e-06,0.00010621870292675369,0.0
Mamld1,1.489123402330411,3.4278794271489716,9.611461857023753e-06,0.00010664827197020153,0.0
Apol10b,3.7843461441242057,2.8779070925290298,9.773391684566211e-06,0.00010835541276731878,0.0
Stk32a,-1.1263961024158193,0.9729007369352427,9.805050532421311e-06,0.00010861664152967126,0.0
Lifr,3.1265447101207267,6.722029817921573,9.847917827935479e-06,0.00010900149972091952,0.0
Adam8,-1.9080677965239958,2.619411303182631,9.863255831106078e-06,0.00010908126708515089,0.0
Ttc39c,3.4839959274499774,3.4583691207663616,9.872025896491248e-06,0.00010908832570134274,0.0
Gstm5,1.7305939172571971,4.9027748701757226,9.89332865313004e-06,0.0001092337480508144,0.0
Mroh3,1.0599808351477784,0.9546104936776946,9.932591365464927e-06,0.00010957706674976316,0.0
Zfp423,2.9192548333842665,2.337415126928506,9.945956094089293e-06,0.00010963434757782076,0.0
Optc,3.717928060700407,2.105746011276159,1.0069238878397175e-05,0.00011090216712126282,0.0
Slc16a5,-2.2764487132877336,1.1792511842694282,1.0167219622502086e-05,0.000111889459586436,0.0
1810019D21Rik,-1.7275022475339963,2.216224930659856,1.0199088314171333e-05,0.00011207352065961213,0.0
Nfe2l3,-3.449893860089814,3.102481823048231,1.0200653650792874e-05,0.00011207352065961213,0.0
Frrs1,-1.4545296221101345,4.185106000337628,1.0290723771852326e-05,0.00011280072804272908,0.0
Akap5,1.2465574799304189,0.8200446143371908,1.0281415976979603e-05,0.00011280072804272908,0.0
Zhx3,1.8030640556005149,3.4897095585277804,1.0292067918322802e-05,0.00011280072804272908,0.0
Gpx1,-1.1585178202630004,7.5399359552521625,1.0309531622411338e-05,0.00011284845456294053,0.0
Slc10a6,2.1555321493869646,3.278334745914849,1.0313246760653378e-05,0.00011284845456294053,0.0
Lpin1,-3.4167684970749415,6.599803481958915,1.0433673000519673e-05,0.00011407312412548606,0.0
Gosr2,-0.9225650931105775,5.650798025265839,1.0481746623255253e-05,0.0001145053997972062,0.0
Tyro3,-1.943277327183413,4.455554595667363,1.0554837831181475e-05,0.00011521004841765621,0.0
Spata31f1b,2.2955318986600664,1.5966074394753154,1.0589306006814902e-05,0.00011540646559240068,0.0
Bambi,2.817021296995653,4.589793112284011,1.0590037953354098e-05,0.00011540646559240068,0.0
Ntf5,2.664307489766171,3.48802742568704,1.0606413798180918e-05,0.000115491104791069,0.0
Homer1,2.5013235814236428,6.091894266923802,1.0627507774842178e-05,0.00011562693982117423,0.0
Glb1l2,2.5660828234255373,1.6165865241986583,1.0645728437800868e-05,0.00011573131847090651,0.0
Dip2a,1.604215182670659,5.062236763708839,1.0715792214314004e-05,0.00011632465636555892,0.0
Il16,1.3222955047778728,1.1698252187879525,1.0717650038600881e-05,0.00011632465636555892,0.0
Knop1,-0.9321470144440989,5.0654217446329,1.0728943170841695e-05,0.00011635309024805282,0.0
Jagn1,-0.7477096027011156,3.843420213878158,1.0772744392543514e-05,0.00011673373669303009,0.0
Rflna,2.15614508618473,1.635136993798142,1.0812260919159004e-05,0.00011706737710292013,0.0
Ikbke,1.6102354765229063,4.087011585508595,1.0839228949229957e-05,0.00011726472286606442,0.0
Wls,1.2143394307606528,7.287927664922205,1.0851981281091213e-05,0.0001173080812939876,0.0
Pglyrp1,-2.873207548238503,2.2568905496627303,1.0883179915955737e-05,0.00011755061076694541,0.0
Ogn,2.59888374102232,2.1675536100157102,1.0954427135182769e-05,0.0001182249718571817,0.0
Psd3,-1.3716924695187176,5.392498154246604,1.1030890978194455e-05,0.00011895450359524004,0.0
Sec61b,-1.2949994380089969,4.820518229029261,1.1069175602082168e-05,0.00011927147847544762,0.0
Col4a5,4.058904814458509,7.519235353625436,1.1113060238569587e-05,0.0001193608511612578,0.0
Lypd6,2.05556508845083,1.7003397416018193,1.1107457633731395e-05,0.0001193608511612578,0.0
Tex261,-1.0191526038009489,4.403413450865583,1.1095762691096368e-05,0.0001193608511612578,0.0
Plxdc2,5.334589430929713,5.257792971180571,1.1093429331986782e-05,0.0001193608511612578,0.0
Fkbp10,4.48213098354508,4.19784290913834,1.1138609822108068e-05,0.00011953956061086378,0.0
Me1,-2.9535894048300495,5.815486924942907,1.11490182344601e-05,0.00011955561919686829,0.0
Lamc3,2.4643180604404034,1.5116677904643459,1.1193570608109627e-05,0.00011993749976660595,0.0
Slc26a6,1.2790725422276352,1.9052140659995687,1.127908866342896e-05,0.00012075736186743776,0.0
Plxna4,3.784842802191984,2.467613003766073,1.137191085512954e-05,0.00012165405432341528,0.0
Tmem51os1,1.522508769538243,2.4474331719359017,1.1453607627964776e-05,0.0001224303954813924,0.0
Armh4,2.710706005442531,1.4730428842779648,1.14971839696244e-05,0.00012279834629977016,0.0
Naga,-0.9861263268745493,5.50890385356388,1.1709417274652258e-05,0.00012496565850394592,0.0
Cldn7,-5.043828847640549,5.388374461983005,1.175269810966915e-05,0.00012532785782290275,0.0
Sort1,-3.870181394014059,4.862170680192956,1.1834251896358817e-05,0.00012609729085754848,0.0
Adarb1,2.772673932906123,2.997470746357773,1.186243903021465e-05,0.00012629731713518217,0.0
Cmpk1,-1.2792681161598844,5.478000802740586,1.1918651104386349e-05,0.00012679516618980402,0.0
Endou,1.419604745706579,1.1645118784733872,1.1941986370243485e-05,0.00012694274735088458,0.0
Rnf128,2.2027997013036327,5.870839071675111,1.19923408125904e-05,0.00012707523854731456,0.0
Rab20,2.4825334778123356,5.550788841908414,1.1985909936870212e-05,0.00012707523854731456,0.0
Ngfr,3.412560835944174,2.1634919151352583,1.1965502151549281e-05,0.00012707523854731456,0.0
Jph1,1.340568303329099,2.3932018951567735,1.1984210325710149e-05,0.00012707523854731456,0.0
Slc31a1,-1.113438886181605,6.157609464810985,1.2002142397935751e-05,0.0001270787216008746,0.0
Mgst1,-2.709927894964631,7.886345591573747,1.2023181112123123e-05,0.0001272010840844887,0.0
Tph1,-5.249354559236267,3.2653828753547054,1.2035578827899573e-05,0.00012723190699469878,0.0
Mpdz,3.733519003042961,5.609148489329642,1.2045970704131324e-05,0.00012724149369757614,0.0
Pcdhgc3,4.74106901931165,4.587621733750549,1.2073431000792511e-05,0.0001273383298920368,0.0
Elmod2,1.7405304990928765,4.770994141166146,1.207412267034445e-05,0.0001273383298920368,0.0
Cyp2f2,-3.038013357897802,1.9135329328523916,1.2131212361461926e-05,0.00012763938339530333,0.0
Pradc1,-2.049561978316681,3.4207423581670953,1.2113805175592206e-05,0.00012763938339530333,0.0
Serpini1,1.6603424015991686,1.3241420081041089,1.2124905674373497e-05,0.00012763938339530333,0.0
Alg8,-1.8758001925117527,3.10284036321131,1.2235675143913685e-05,0.00012863760349185116,0.0
Col1a1,1.7061948258085353,4.854656747433248,1.2283028410971442e-05,0.00012899708581214003,0.0
Bglap3,-3.3096262244128516,3.804679893099381,1.2294902680941967e-05,0.00012899708581214003,0.0
Ada,-1.0900311524237476,4.232708660515764,1.2298715822119053e-05,0.00012899708581214003,0.0
Cpped1,-1.3978844170886826,4.360011498172249,1.2322990279315196e-05,0.0001291507145289167,0.0
Mrpl28,-0.8734128407817963,4.713522193616646,1.2473681868012029e-05,0.00013062797990584028,0.0
Rbks,-1.2879149574563051,1.1865179237767693,1.2506759000707284e-05,0.00013067782811107664,0.0
Hs3st3a1,2.0012799471446,2.948646957955616,1.2489753118537916e-05,0.00013067782811107664,0.0
Klhl29,4.14271890459342,4.45083282679352,1.2507665396542857e-05,0.00013067782811107664,0.0
Gm4876,1.4613266970499037,1.1904913509660404,1.2538312467053651e-05,0.00013079576141034288,0.0
Pcdhgb7,1.2867284014822,1.1137926275655874,1.2538453162407822e-05,0.00013079576141034288,0.0
Prkcg,3.884281249627163,3.1409963618246923,1.2677971812830162e-05,0.00013214840083070444,0.0
Lamc1,3.308602209384423,8.071414342535917,1.2753028524322142e-05,0.00013282754476225274,0.0
Cox5a,-1.1154789274760866,6.401061863284808,1.2782009812289064e-05,0.00013302611453208516,0.0
Gpam,-0.9385735696904289,4.0086423067216606,1.2818349489649253e-05,0.00013330089798732148,0.0
Cd72,1.0242975369575889,0.8285064299591293,1.2892207977883821e-05,0.00013396512008002437,0.0
Ackr3,3.805278322759552,6.413979688364324,1.2914112183978894e-05,0.000134088866058883,0.0
Lzts3,1.6084937217180646,3.825358797631806,1.297231446109882e-05,0.00013458901662462543,0.0
Ext1,1.602136175353591,7.2972029055161265,1.3012701310218752e-05,0.00013490370021374386,0.0
Wnk3,1.5000999503003971,1.1289921955572002,1.305350453733129e-05,0.0001352222110952118,0.0
Csdc2,4.338263052195467,3.6738003688527936,1.3149426586378306e-05,0.00013611076979650074,0.0
Mpdu1,-1.7768967734243555,5.249306358094393,1.3214031556140677e-05,0.0001366740426566131,0.0
Pm20d1,1.8957578038160854,3.615225996505595,1.3294427238837362e-05,0.0001373996466941473,0.0
Tmbim4,-1.3524549584199184,4.939552317762139,1.3312473395993733e-05,0.00013748023911259118,0.0
Piezo1,-1.936212813368705,6.840470764609297,1.3359493500961129e-05,0.00013785969639645658,0.0
Itm2a,2.554741141995079,2.5983594630449818,1.3417046979351726e-05,0.00013834718311145534,0.0
Kirrel1,6.105116748255269,5.00633190918702,1.3506139882253261e-05,0.00013915888365624232,0.0
Atp7b,-3.744888963940604,3.073839289914609,1.3556080926333414e-05,0.00013956625144033978,0.0
Pcdhga11,1.8633743772235694,1.3620201686030347,1.3638883251538642e-05,0.0001401543534665149,0.0
Tcn2,-1.8477920942382449,6.904326390486617,1.364454607732154e-05,0.0001401543534665149,0.0
Apoo-ps,-0.8123752997775648,3.30909179828536,1.3631574979082457e-05,0.0001401543534665149,0.0
Lbhd2,2.5667285963006172,1.4917623524560755,1.365624328072156e-05,0.00014016717950335097,0.0
Ripk2,2.433210611605717,2.8180736837562903,1.3677808918866952e-05,0.00014022404721186554,0.0
C2cd4a,0.9314826677266771,1.215301609206902,1.3682689362678492e-05,0.00014022404721186554,0.0
Tesl1,2.5013684443143545,2.669221847457695,1.3726360517388453e-05,0.00014056421858073747,0.0
Arl3,1.8621062234758097,3.7103668917735284,1.3777796503587517e-05,0.00014098332577850995,0.0
Cadm1,1.5327024990512657,5.816121840619927,1.3894453535229706e-05,0.0001420686693407824,0.0
Col27a1,4.83566572595305,3.5332114015988854,1.392351258848241e-05,0.00014225736586023728,0.0
Shisa7,-1.2560923998416087,0.8373159592928147,1.3954481577373701e-05,0.00014246527424693165,0.0
Lrrc24,0.6719178782424481,0.9268242398358572,1.3995766479913246e-05,0.00014266739335573988,0.0
Slc35a2,-1.125451189773953,4.692070569636798,1.3987775744221879e-05,0.00014266739335573988,0.0
Kbtbd11,3.168992981969226,2.5583781004811716,1.4006183902311549e-05,0.00014266739335573988,0.0
Rbm41,1.7474332574257052,3.125016843336473,1.4093157859796978e-05,0.00014336649624736812,0.0
Tmprss4,-4.619659392326635,3.1008485447124894,1.4096191468526167e-05,0.00014336649624736812,0.0
Pkd1,2.8263303470604884,6.547073227576127,1.4158411526640009e-05,0.0001438902201741483,0.0
Ccn4,2.420158975668063,1.725699838853975,1.4251605389086246e-05,0.0001446182195874372,0.0
Aifm2,2.689534980553808,4.815470629151299,1.425109192716396e-05,0.0001446182195874372,0.0
Cdk5rap3,-0.9358280179767382,5.190434171952592,1.4291225919645189e-05,0.0001449106543552836,0.0
Plekha3,1.6077903804478226,4.584738976423801,1.4368893589607769e-05,0.0001455881476620757,0.0
Ikbip,2.4572570902108333,3.4367652562735027,1.442349732346218e-05,0.00014603110686358124,0.0
Apbb1,3.33412334714792,3.01689191598485,1.4512767508430543e-05,0.00014670857023255327,0.0
Plcg1,1.8398802835885402,5.3090592320503065,1.4553829049356383e-05,0.00014670857023255327,0.0
Nars2,-1.182766221078491,3.420172147083162,1.453043054410012e-05,0.00014670857023255327,0.0
Awat2,-1.0346129480787658,1.051533486576549,1.4547808619255139e-05,0.00014670857023255327,0.0
Fam219a,1.8299018435293128,2.2456173437893763,1.4556027355909683e-05,0.00014670857023255327,0.0
Asnsd1,-1.5933228043971348,3.951668440649261,1.45035949413524e-05,0.00014670857023255327,0.0
Ccdc88a,2.791383070103037,4.969867675484085,1.4689932107281717e-05,0.00014790522564279074,0.0
Casq2,5.643236770558865,2.9741352587235785,1.4696806990819236e-05,0.00014790522564279074,0.0
Ndufv3,-1.005239216261729,4.862608748940961,1.474979290657862e-05,0.00014832719028617106,0.0
Rreb1,-1.046837306874214,5.588726379160794,1.4843468219844e-05,0.000149157397879556,0.0
Rufy4,1.7173054696015742,1.5783476189224812,1.4902293009687228e-05,0.000149636422698319,0.0
Hemk1,-0.6042033295027487,3.6909056378022775,1.4983332016208843e-05,0.00015022526083515817,0.0
Il18bp,-1.1109079631284486,2.5837356183350457,1.4974914264046725e-05,0.00015022526083515817,0.0
Ppp1r12a,3.435536676148314,6.9789698712282195,1.513804540514295e-05,0.00015143689717374547,0.0
Tnfrsf11b,3.781429703234174,2.964312353569552,1.5122730595663088e-05,0.00015143689717374547,0.0
Ermardl1,1.4572579942586885,1.5719020949891582,1.5128498157927186e-05,0.00015143689717374547,0.0
2610035D17Rik,2.124532408186986,3.0603770509726513,1.5179425550118323e-05,0.00015173770026440933,0.0
Cebpd,0.8996163516759843,8.282770521710807,1.5261138982121017e-05,0.0001524409377849244,0.0
Calhm5,1.9641806960258954,1.434148339227056,1.527428503281841e-05,0.00015245873044290103,0.0
Lama3,6.474481839324243,6.834778414684955,1.5374074820031066e-05,0.00015334067933882284,0.0
Ncoa1,1.7965162401685717,6.2750824125290245,1.5392884769704446e-05,0.00015341422673520442,0.0
Myo5a,2.602541946875016,4.7651239571132,1.554528973757067e-05,0.0001548181602297777,0.0
Eid3,2.138669743280963,3.0234232193801733,1.5591301460821872e-05,0.00015516120852887642,0.0
Zfp14,1.8322609472520601,1.579892036444692,1.5694245658261544e-05,0.00015595430037450267,0.0
Kank2,2.7413879992372423,4.772176143560254,1.5692730124405964e-05,0.00015595430037450267,0.0
Arfip2,-1.0967648209556238,5.584468809421817,1.578403829594889e-05,0.00015669075974126165,0.0
Txnip,-1.6554000975173206,9.174130294302515,1.5791718760356746e-05,0.00015669075974126165,0.0
Plpp3,4.5003309434257766,6.8525692973069505,1.588808794279152e-05,0.00015753045066707185,0.0
Dysf,4.379982592274916,3.8274587646245863,1.5925827920913593e-05,0.00015758246986759833,0.0
Msi1,2.4608935235698572,2.0089616041213825,1.5931118510266295e-05,0.00015758246986759833,0.0
Als2,1.4259833958995634,5.318021545935333,1.5940321402186427e-05,0.00015758246986759833,0.0
Sgpp1,0.7863199101051226,5.567466596695364,1.592486710956202e-05,0.00015758246986759833,0.0
Cep170,2.275443923786833,3.8487024832469956,1.6041980403183958e-05,0.0001584706679740153,0.0
Gdf11,2.077641698940644,1.9235313411276787,1.6093868240506783e-05,0.00015886625639911588,0.0
Gpr15lg,-1.9672672038399166,1.1892114176312594,1.6142829048299523e-05,0.00015923239094333682,0.0
Septin3,4.9328296808724055,2.7327200256934785,1.6221230599618677e-05,0.00015988817670380937,0.0
Cda,3.9792072528594327,3.6650027963488974,1.6252392402062415e-05,0.0001599602671120083,0.0
Nbl1,4.187701443968088,4.261592156110471,1.624143167561814e-05,0.0001599602671120083,0.0
Clcn5,-1.2713784731857494,2.3763201623684505,1.6344982780615214e-05,0.0001601665040189577,0.0
Kcnk1,-1.8894250323048807,6.989768189736412,1.6320276950979944e-05,0.0001601665040189577,0.0
Maged2,2.097318669962211,5.044665682567651,1.6335764115124082e-05,0.0001601665040189577,0.0
Dst,2.7697887182281073,9.163009610224009,1.63139544205521e-05,0.0001601665040189577,0.0
Tec,-2.504277468777056,3.4818970842252237,1.633088444040656e-05,0.0001601665040189577,0.0
Gng7,-1.5918684794547455,3.610271722318707,1.632737336232113e-05,0.0001601665040189577,0.0
Slc27a6,2.3260751909665345,1.2049326966352076,1.635831589388581e-05,0.00016018015161786724,0.0
Susd1,-2.43400704859788,1.7321692909112498,1.638267902427998e-05,0.0001603017061347308,0.0
Brms1l,1.4373539085465414,3.990811382368152,1.6403183473400788e-05,0.00016035116886972372,0.0
Frmd4a,2.311653598563428,4.900226158376296,1.6416243648886308e-05,0.00016035116886972372,0.0
Bmp6,1.073564160625104,0.7136214608722754,1.6423593442191606e-05,0.00016035116886972372,0.0
Krt14,6.9672073224623645,8.79337814595313,1.649082136801618e-05,0.00016054398971804656,0.0
Hacd1,2.5865769367490965,3.733441857720676,1.648538903146198e-05,0.00016054398971804656,0.0
Fn3krp,-0.7085177023832259,1.3836918599553514,1.647640180734887e-05,0.00016054398971804656,0.0
Glcci1,1.8507213410490406,3.758205764193091,1.6491212659818722e-05,0.00016054398971804656,0.0
Fryl,3.097075413573818,6.8748294098771074,1.6541981892042686e-05,0.00016092145546174955,0.0
9330104G04Rik,0.9783956103291112,0.8316694586301802,1.6600940176255805e-05,0.00016137798004671857,0.0
Cacna1a,1.4278681281395287,1.9396723783240157,1.6762979906128696e-05,0.00016283517410623928,0.0
Pmp22,5.444541097044034,5.2649234490442,1.6791304582087066e-05,0.0001629922944780738,0.0
Ccl7,4.0471864296303455,2.8767116988055506,1.688446582100412e-05,0.00016377809760576305,0.0
Flad1,-1.143578033650865,3.777964864794045,1.6937503003302378e-05,0.00016417384594602703,0.0
Uts2b,2.7718177961203256,1.3954679885882693,1.696362773030554e-05,0.00016430835090400637,0.0
Hpcal4,5.004174862718933,2.755160984662376,1.7029873758685924e-05,0.00016483099312609789,0.0
Pip4k2a,2.9256717573924695,3.520023722353135,1.710967646585427e-05,0.00016548400129014781,0.0
Rundc3a,-1.6303213117364594,2.6466346694184506,1.7184485837501245e-05,0.00016596823434850914,0.0
Reep3,2.436944822487577,6.644135032458096,1.7180114736645113e-05,0.00016596823434850914,0.0
Entrep3,2.385038617249116,3.2342067640325367,1.7198352881458463e-05,0.00016598266467968725,0.0
Dock11,2.5047055824425852,1.801534433276837,1.7290208246798022e-05,0.00016674920462314557,0.0
Lrp12,2.1533790492151446,3.8359721537285663,1.7368774108379496e-05,0.00016726640679390591,0.0
Apol7a,-3.060729309450589,2.0985356713117964,1.73617397476448e-05,0.00016726640679390591,0.0
Scfd1,-0.8806571753607582,5.039472839874363,1.7414436861570485e-05,0.00016758584684215786,0.0
Ivd,-1.8236716646445497,4.4855774469814,1.744229678791552e-05,0.00016773362825081483,0.0
Trpc1,1.7246929507092184,1.4343912941250887,1.7460032585001997e-05,0.00016778390911733652,0.0
Sec23b,-1.4122623467679647,5.872652394247826,1.7520549451678005e-05,0.00016824493263726587,0.0
B4galt6,3.20144944075239,3.697092294975871,1.75565555377451e-05,0.00016847009480604473,0.0
Col16a1,3.384795918984582,8.377188103126949,1.766845263574933e-05,0.00016930163722041232,0.0
Arhgap22,1.0897485829213882,0.8201084694670612,1.766361536227892e-05,0.00016930163722041232,0.0
Polr2l,2.0552708369069306,3.9624786287271134,1.8045340116307538e-05,0.00017278960575322312,0.0
Bcl6b,1.816982445938478,1.7124729788511222,1.8102990410310697e-05,0.00017321798598738801,0.0
C1galt1c1,-0.9313085215475652,3.8204120849797802,1.816311634331432e-05,0.00017352604425058068,0.0
Mlph,-4.43477457972411,3.9042767092397646,1.8186926441767904e-05,0.00017352604425058068,0.0
Phlda3,4.3989406312710795,4.491685017910782,1.8153973798412384e-05,0.00017352604425058068,0.0
Nherf1,-2.1209594982224065,6.466145407309896,1.8185719229030648e-05,0.00017352604425058068,0.0
Rasl12,4.623824684326118,3.1268817552009076,1.821177667084001e-05,0.00017363964750484627,0.0
Zbtb20,1.9777811755200951,3.1543016208111485,1.8242714489760754e-05,0.0001737015776632073,0.0
Ralgps2,3.9193347830385354,3.9258335795763983,1.8244168686355503e-05,0.0001737015776632073,0.0
Gab2,-2.3912345575576595,3.0423070547917686,1.8398620422835166e-05,0.00017503536552537484,0.0
Lyplal1,-1.535735415103764,3.150983786202204,1.841035413762981e-05,0.00017503536552537484,0.0
Oit3,2.3330854097098377,1.7540109133372335,1.8601700196598846e-05,0.00017672932587632685,0.0
Got1,-3.8296487466340006,6.135390978701232,1.86168906228217e-05,0.00017674846971348415,0.0
Sox8,3.3502712163891024,2.558269198303003,1.8670662127096592e-05,0.00017713361558345175,0.0
Rabgap1l,1.8010155084032151,5.476512455742005,1.8739661911980736e-05,0.00017766258978743575,0.0
Lgals7,5.029159092006763,4.231395684089994,1.8764383674128515e-05,0.00017777133261895057,0.0
Pxdc1,3.7090484426745975,7.2148369193308755,1.9092886308358997e-05,0.0001806283990314781,0.0
Calhm2,1.8881480386900389,1.337214609060794,1.916136771642376e-05,0.0001811485186158032,0.0
A330049N07Rik,3.7117545181526257,2.5274167522227704,1.91789795754594e-05,0.0001811873316935126,0.0
Lpcat2,1.5182157241375254,2.4893975940891937,1.9202084667053625e-05,0.0001812779491967096,0.0
Cadps2,-3.220436016677375,3.6818845314992426,1.9228361829963685e-05,0.00018139836423977694,0.0
Sptbn2,-3.866635524850098,3.708541594294333,1.9257246334654598e-05,0.00018154319014714788,0.0
Kazald1,1.0591693538772753,1.4028499685280444,1.9297793020589322e-05,0.00018179767792921752,0.0
Gm20752,3.400341066519659,1.9909091178333014,1.9322221724830383e-05,0.00018190007329024532,0.0
Entpd4,-1.7383515225182102,3.98435693205925,1.9342849943975852e-05,0.0001819665722289173,0.0
Lix1l,3.118281942338915,4.449730013486347,1.9487496467026877e-05,0.00018307056379913555,0.0
Secisbp2,-1.0496583352439215,3.967233888838575,1.9553519996060616e-05,0.00018356226084475377,0.0
Ptdss2,-1.3413649820984288,4.187980410849513,1.9570260412931515e-05,0.00018359093946816523,0.0
Irak1bp1,2.427747765967376,2.0126029477328635,1.9637478929587475e-05,0.00018409278814843883,0.0
Sytl3,-1.5641040684319676,1.3305857652828104,1.9696962220098317e-05,0.0001845214721945663,0.0
Pex2,-0.9742372625568492,4.099623174948451,1.984117927772614e-05,0.00018574279135428904,0.0
Cdk5r1,2.147031444264014,2.178484775386176,1.9863694799932438e-05,0.00018582389521694119,0.0
Rbbp9,2.292493618823441,3.383935731053001,1.999551056222591e-05,0.00018692667191098298,0.0
Nudt10,1.2532899082144473,0.9431663787528914,2.006461466380738e-05,0.00018744206526112535,0.0
Tmem9b,-1.47205910059721,4.103479770757224,2.017212403829598e-05,0.00018818431430719094,0.0
Pold3,-1.1280635439262188,4.80504749743516,2.0164266139766657e-05,0.00018818431430719094,0.0
Mfsd9,-1.2385325603474096,1.4445792072085848,2.021078195719133e-05,0.00018841392630696436,0.0
Prss23,4.09902508621479,7.160666717428267,2.0299095285632493e-05,0.0001891058078171944,0.0
Camk2d,1.159914009923293,5.005622795710537,2.0393926983537127e-05,0.00018972574929552742,0.0
Orai1,-2.543032777636332,4.770260461467978,2.0382133000479972e-05,0.00018972574929552742,0.0
Smco4,2.1168868444457662,3.301106769058707,2.0458032769737668e-05,0.0001901902353472147,0.0
Vps37d,1.305955282023458,1.3901641995117366,2.0500181122265674e-05,0.00019045008985816759,0.0
Col3a1,1.7588446246436424,5.7215997804252945,2.054120613241386e-05,0.00019069915589365534,0.0
Fbln5,2.6872282252253763,3.1388459179390087,2.072773668802331e-05,0.00019225243565370266,0.0
Tgm1,-1.1887648249917175,6.623980460890112,2.0737180349676313e-05,0.00019225243565370266,0.0
Gpx3,-5.085285738255585,5.338157212866523,2.0931097164981637e-05,0.00019391620750568278,0.0
Taf10,-1.6169437222248475,3.807183914524357,2.0998927902920466e-05,0.00019441036426340788,0.0
Adcy9,1.5532172048872313,4.309298872680586,2.108626057934647e-05,0.00019508426598064337,0.0
Nrcam,3.04380670788663,2.2097505788414598,2.1125620659403384e-05,0.00019531371546926008,0.0
Ccdc88c,-2.746308519153509,3.64575755252287,2.1166053361197253e-05,0.0001953221515136859,0.0
Tor2a,-1.2500140066098004,4.095753262879942,2.1151832899726122e-05,0.0001953221515136859,0.0
Nxt2,1.8096016339772611,4.310069075232589,2.1170213067528833e-05,0.0001953221515136859,0.0
Zfp608,4.115818327362825,3.6740003238637335,2.1275314867181694e-05,0.00019615694085446217,0.0
Cfap69,1.5739997806432227,1.4145854800813291,2.1391214962126054e-05,0.00019709007466821497,0.0
P3h3,3.2726034381265117,3.7741560678170125,2.1481317754830243e-05,0.00019778440472275065,0.0
Lhb,0.9528223282703543,0.775783544828195,2.1517993860313367e-05,0.00019798620551173102,0.0
Tbc1d8,-2.662247225929193,5.309946408770588,2.1594301856866417e-05,0.00019855213119250375,0.0
Dzip1,4.051455850534985,3.6152838775442295,2.165294986753257e-05,0.0001989550153924311,0.0
Dhrs13os,1.5939671896114391,1.508494931150797,2.1686795807256697e-05,0.0001991296137948998,0.0
Ccl27a,1.6865582564671864,2.2328045541654884,2.187951705808476e-05,0.00020076177929836324,0.0
Stox1,3.071444479479857,1.6306185683612784,2.2075296669597103e-05,0.0002024197572266884,0.0
Fam83c,0.7603256023022706,0.820471404730058,2.2194855666079744e-05,0.00020337704150304628,0.0
Tnrc18,2.4285441229135554,7.299134126755224,2.2273155618381647e-05,0.00020353840777969333,0.0
Tom1l1,-2.120745910184665,4.497499048367829,2.2246780340492958e-05,0.00020353840777969333,0.0
Etv5,3.4855631720113602,5.035930115677834,2.2229375200324816e-05,0.00020353840777969333,0.0
Ptafr,-2.7861488583604412,2.042476044596991,2.2270461741038093e-05,0.00020353840777969333,0.0
Katnal1,2.1125511904768186,2.4489464724505443,2.2296764150075232e-05,0.00020361544661215742,0.0
Pbxip1,3.6130674560876495,7.552549580617186,2.2356983100761914e-05,0.0002038877826626248,0.0
Myh2,1.7771971757771006,1.0130137016103429,2.2346493056696067e-05,0.0002038877826626248,0.0
